Manufacturer,Series,Model Number,AC Power (kW),Approval Date,Expiry date
GoodWe Technologies Co Ltd,MS G3,GW9900-MS-30 (AS4777-2 2020),9.99,21/09/2023,21/09/2026
GoodWe Technologies Co Ltd,MT G2,GW50KN-MT (AS4777-2 2020),50,1/07/2022,4/07/2025
GoodWe Technologies Co Ltd,MT G2,GW60KN-MT (AS4777-2 2020),60,1/07/2022,4/07/2025
GoodWe Technologies Co Ltd,MT G2,GW80K-MT (AS4777-2 2020),80,1/07/2022,4/07/2025
GoodWe Technologies Co Ltd,SBP,GW3600S-BP (AS4777-2 2020),3.68,1/03/2022,2/03/2025
GoodWe Technologies Co Ltd,SBP,GW5000S-BP (AS4777-2 2020),5,1/03/2022,2/03/2025
GoodWe Technologies Co Ltd,SBP G2,GW3600-SBP-20 (AS4777-2 2020),3.68,24/11/2022,24/11/2025
GoodWe Technologies Co Ltd,SBP G2,GW5000-SBP-20 (AS4777-2 2020),5,24/11/2022,24/11/2025
GoodWe Technologies Co Ltd,SBP G2,GW6000-SBP-20 (AS4777-2 2020),6,24/11/2022,24/11/2025
GoodWe Technologies Co Ltd,SDT G2,GW10KAU-DT (AS4777-2 2020),10,2/06/2022,29/11/2025
GoodWe Technologies Co Ltd,SDT G2,GW15KAU-DT (AS4777-2 2020),15,2/06/2022,29/11/2025
GoodWe Technologies Co Ltd,SDT G2,GW20KAU-DT (AS4777-2 2020),20,2/06/2022,29/11/2025
GoodWe Technologies Co Ltd,SDT G2,GW4000-SDT-20 (AS4777-2 2020),4,12/04/2023,12/04/2026
GoodWe Technologies Co Ltd,SDT G2,GW4K-DT (AS4777-2 2020),4,1/06/2022,14/02/2025
GoodWe Technologies Co Ltd,SDT G2,GW5000-SDT-20 (AS4777-2 2020),5,12/04/2023,12/04/2026
GoodWe Technologies Co Ltd,SDT G2,GW5K-DT (AS4777-2 2020),5,1/06/2022,14/02/2025
GoodWe Technologies Co Ltd,SDT G2,GW6000-SDT-20 (AS4777-2 2020),6,12/04/2023,12/04/2026
GoodWe Technologies Co Ltd,SDT G2,GW6K-DT (AS4777-2 2020),6,1/06/2022,14/02/2025
GoodWe Technologies Co Ltd,SDT G2,GW8KAU-DT (AS4777-2 2020),8,2/06/2022,29/11/2025
GoodWe Technologies Co Ltd,SDT G2,GW9.9KAU-DT (AS4777-2 2020),9.99,1/02/2024,2/07/2026
GoodWe Technologies Co Ltd,SMT Series,GW25K-MT (AS4777-2 2020),25,17/06/2022,8/04/2027
GoodWe Technologies Co Ltd,SMT Series,GW29.9K-MT (AS4777-2 2020),29.9,17/06/2022,8/04/2027
GoodWe Technologies Co Ltd,SMT Series,GW36K-MT (AS4777-2 2020),36,17/06/2022,8/04/2027
GoodWe Technologies Co Ltd,SMT series,GW50KS-MT (AS4777-2 2020),50,8/08/2025,28/09/2026
GoodWe Technologies Co Ltd,SMT Series,GW60KS-MT (AS4777-2 2020),60,8/08/2025,28/09/2026
GoodWe Technologies Co Ltd,SMT series 50-60kW,GW50KS-MT (AS4777-2 2020),50,30/06/2022,7/08/2025
GoodWe Technologies Co Ltd,SMT Series 50-60kW,GW60KS-MT (AS4777-2 2020),60,30/06/2022,7/08/2025
GoodWe Technologies Co Ltd,XS,GW1000-XS (AS4777-2 2020),1,6/01/2023,6/01/2026
GoodWe Technologies Co Ltd,XS,GW1500-XS (AS4777-2 2020),1.5,6/01/2023,6/01/2026
GoodWe Technologies Co Ltd,XS,GW2000-XS (AS4777-2 2020),2,6/01/2023,6/01/2026
GoodWe Technologies Co Ltd,XS,GW2500N-XS (AS4777-2 2020),2.5,6/01/2023,6/01/2026
GoodWe Technologies Co Ltd,XS,GW2500-XS (AS4777-2 2020),2.5,6/01/2023,6/01/2026
GoodWe Technologies Co Ltd,XS,GW3000N-XS (AS4777-2 2020),3,6/01/2023,6/01/2026
GoodWe Technologies Co Ltd,XS,GW3000-XS (AS4777-2 2020),3,6/01/2023,6/01/2026
GoodWe Technologies Co Ltd,XS,GW700-XS (AS4777-2 2020),0.7,6/01/2023,6/01/2026
GoodWe Technologies Co Ltd,XS G3,GW1000-XS-30 (AS4777-2 2020),1,24/09/2024,24/09/2027
GoodWe Technologies Co Ltd,XS G3,GW1500-XS-30 (AS4777-2 2020),1.5,24/09/2024,24/09/2027
GoodWe Technologies Co Ltd,XS G3,GW2000-XS-30 (AS4777-2 2020),2,24/09/2024,24/09/2027
GoodWe Technologies Co Ltd,XS G3,GW2500-XS-30 (AS4777-2 2020),2.5,24/09/2024,24/09/2027
GoodWe Technologies Co Ltd,XS G3,GW3000-XS-30 (AS4777-2 2020),3,24/09/2024,24/09/2027
GoodWe Technologies Co Ltd,XS G3,GW3300-XS-30 (AS4777-2 2020),3.3,24/09/2024,24/09/2027
GoodWe Technologies Co Ltd,XS G3,GW700-XS-30 (AS4777-2 2020),0.7,24/09/2024,24/09/2027
GoodWe Technologies Co Ltd,XS PLUS+,GW1000-XS-11 (AS4777-2 2020),1,11/01/2023,11/01/2026
GoodWe Technologies Co Ltd,XS PLUS+,GW1500-XS-11 (AS4777-2 2020),1.5,11/01/2023,11/01/2026
GoodWe Technologies Co Ltd,XS PLUS+,GW2000-XS-11 (AS4777-2 2020),2,11/01/2023,11/01/2026
GoodWe Technologies Co Ltd,XS PLUS+,GW2500-XS-11 (AS4777-2 2020),2.5,11/01/2023,11/01/2026
GoodWe Technologies Co Ltd,XS PLUS+,GW3000-XS-11 (AS4777-2 2020),3,11/01/2023,11/01/2026
GoodWe Technologies Co Ltd,XS PLUS+,GW700-XS-11 (AS4777-2 2020),0.7,11/01/2023,11/01/2026
Grundfos Holding A S,RSI 0100,RSI0100-3L-0005-4-X,2.7,20/05/2024,20/05/2027
Grundfos Holding A S,RSI 0100,RSI0100-3L-0009-4-X,4.6,20/05/2024,20/05/2027
Grundfos Holding A S,RSI 0100,RSI0100-3L-0012-4-X,5.8,20/05/2024,20/05/2027
Grundfos Holding A S,RSI 0100,RSI0100-3L-0016-4-X,7.7,20/05/2024,20/05/2027
Grundfos Holding A S,RSI 0100,RSI0100-3L-0031-4-X,14.9,20/05/2024,20/05/2027
Grundfos Holding A S,RSI 0100,RSI0100-3L-0038-4-X,18.2,20/05/2024,20/05/2027
Grundfos Holding A S,RSI 0100,RSI0100-3L-0061-4-X,29.3,20/05/2024,20/05/2027
Grundfos Holding A S,RSI 0100,RSI0100-3L-0087-5,43.5,20/05/2024,20/05/2027
Grundfos Holding A S,RSI 0100,RSI0100-3L-0105-5,52.5,20/05/2024,20/05/2027
Guang Dong Redx Electrical Technology Limited,RX2500,RX-2505AC (AS4777-2 2020),2.5,23/01/2023,22/01/2026
Guang Dong Redx Electrical Technology Limited,RX2500,RX-2505PW (AS4777-2 2020),2.5,23/01/2023,22/01/2026
Guangzhou Sanjing Electric Co Ltd,C6,C6-100K-T9-40 (AS4777-2 2020),100,14/10/2024,14/10/2027
Guangzhou Sanjing Electric Co Ltd,C6,C6-110K-T12-40 (AS4777-2 2020),110,14/10/2024,14/10/2027
Guangzhou Sanjing Electric Co Ltd,C6,C6-125K-T12-40 (AS4777-2 2020),125,14/10/2024,14/10/2027
Guangzhou Sanjing Electric Co Ltd,C6,C6-75K-T6-40 (AS4777-2 2020),75,14/10/2024,14/10/2027
Guangzhou Sanjing Electric Co Ltd,C6,C6-99K-T9-40 (AS4777-2 2020),99.999,14/10/2024,14/10/2027
Guangzhou Sanjing Electric Co Ltd,CHS2,CHS2-29.9K-T4-204.8V/280Ah/51.5kWh (AS4777-2 2020),29.999,8/04/2025,8/04/2028
Guangzhou Sanjing Electric Co Ltd,CHS2,CHS2-29.9K-T4-256.0V/280Ah/64.4kWh (AS4777-2 2020),29.999,8/04/2025,8/04/2028
Guangzhou Sanjing Electric Co Ltd,CHS2,CHS2-29.9K-T4-307.2V/280Ah/77.3kWh (AS4777-2 2020),29.999,8/04/2025,8/04/2028
Guangzhou Sanjing Electric Co Ltd,CHS2,CHS2-29.9K-T4-358.4V/280Ah/90.2kWh (AS4777-2 2020),29.999,8/04/2025,8/04/2028
Guangzhou Sanjing Electric Co Ltd,CHS2,CHS2-50K-T6-204.8V/280Ah/51.5kWh (AS4777-2 2020),50,8/04/2025,8/04/2028
Guangzhou Sanjing Electric Co Ltd,CHS2,CHS2-50K-T6-256.0V/280Ah/64.4kWh (AS4777-2 2020),50,8/04/2025,8/04/2028
Guangzhou Sanjing Electric Co Ltd,CHS2,CHS2-50K-T6-307.2V/280Ah/154.6kWh (AS4777-2 2020),50,8/04/2025,8/04/2028
Guangzhou Sanjing Electric Co Ltd,CHS2,CHS2-50K-T6-307.2V/280Ah/77.3kWh (AS4777-2 2020),50,8/04/2025,8/04/2028
Guangzhou Sanjing Electric Co Ltd,CHS2,CHS2-50K-T6-358.4V/280Ah/180.4kWh (AS4777-2 2020),50,8/04/2025,8/04/2028
Guangzhou Sanjing Electric Co Ltd,CHS2,CHS2-50K-T6-358.4V/280Ah/90.2kWh (AS4777-2 2020),50,8/04/2025,8/04/2028
Guangzhou Sanjing Electric Co Ltd,H2,H2-10K-S3 (AS4777-2 2020),10,24/08/2023,24/08/2026
Guangzhou Sanjing Electric Co Ltd,H2,H2-10K-S3-A (AS4777-2 2020),9.999,24/08/2023,24/08/2026
Guangzhou Sanjing Electric Co Ltd,H2,H2-10K-T2 (AS4777-2 2020),10,7/09/2022,6/12/2025
Guangzhou Sanjing Electric Co Ltd,H2,H2-10K-T3-AU (AS4777-2 2020),9.999,14/04/2025,14/04/2028
Guangzhou Sanjing Electric Co Ltd,H2,H2-12K-T3-AU (AS4777-2 2020),12,14/04/2025,14/04/2028
Guangzhou Sanjing Electric Co Ltd,H2,H2-15K-T3-AU (AS4777-2 2020),15,14/04/2025,14/04/2028
Guangzhou Sanjing Electric Co Ltd,H2,H2-20K-T3-AU (AS4777-2 2020),20,14/04/2025,14/04/2028
Guangzhou Sanjing Electric Co Ltd,H2,H2-25K-T3-AU (AS4777-2 2020),25,14/04/2025,14/04/2028
Guangzhou Sanjing Electric Co Ltd,H2,H2-3.6K-S2 (AS4777-2 2020),3.68,7/09/2022,6/12/2025
Guangzhou Sanjing Electric Co Ltd,H2,H2-30K-T3-AU (AS4777-2 2020),29.999,14/04/2025,14/04/2028
Guangzhou Sanjing Electric Co Ltd,H2,H2-3K-S2 (AS4777-2 2020),3,7/09/2022,6/12/2025
Guangzhou Sanjing Electric Co Ltd,H2,H2-4K-S2 (AS4777-2 2020),4,7/09/2022,6/12/2025
Guangzhou Sanjing Electric Co Ltd,H2,H2-5K-S2 (AS4777-2 2020),4.999,7/09/2022,6/12/2025
Guangzhou Sanjing Electric Co Ltd,H2,H2-5K-S3 (AS4777-2 2020),4.999,24/08/2023,24/08/2026
Guangzhou Sanjing Electric Co Ltd,H2,H2-5K-T2 (AS4777-2 2020),5,7/09/2022,6/12/2025
Guangzhou Sanjing Electric Co Ltd,H2,H2-6K-S2 (AS4777-2 2020),6,7/09/2022,6/12/2025
Guangzhou Sanjing Electric Co Ltd,H2,H2-6K-S3 (AS4777-2 2020),6,24/08/2023,24/08/2026
Guangzhou Sanjing Electric Co Ltd,H2,H2-6K-T2 (AS4777-2 2020),6,7/09/2022,6/12/2025
Guangzhou Sanjing Electric Co Ltd,H2,H2-7K-S3 (AS4777-2 2020),7,24/08/2023,24/08/2026
Guangzhou Sanjing Electric Co Ltd,H2,H2-8K-S3 (AS4777-2 2020),8,24/08/2023,24/08/2026
Guangzhou Sanjing Electric Co Ltd,H2,H2-8K-T2 (AS4777-2 2020),8,7/09/2022,6/12/2025
Guangzhou Sanjing Electric Co Ltd,R5,R5-0.7K-S1-15 (AS4777-2 2020),0.7,28/06/2022,24/06/2027
Guangzhou Sanjing Electric Co Ltd,R5,R5-1.5K-S1-15 (AS4777-2 2020),1.5,28/06/2022,24/06/2027
Guangzhou Sanjing Electric Co Ltd,R5,R5-10K-T2 (AS4777-2 2020),10,2/02/2022,2/05/2025
Guangzhou Sanjing Electric Co Ltd,R5,R5-10K-T2-15 (AS4777-2 2020),10,2/02/2022,2/05/2025
Guangzhou Sanjing Electric Co Ltd,R5,R5-1K-S1-15 (AS4777-2 2020),1,28/06/2022,24/06/2027
Guangzhou Sanjing Electric Co Ltd,R5,R5-2.5K-S1-15 (AS4777-2 2020),2.5,28/06/2022,24/06/2027
Guangzhou Sanjing Electric Co Ltd,R5,R5-2K-S1-15 (AS4777-2 2020),2,28/06/2022,24/06/2027
Guangzhou Sanjing Electric Co Ltd,R5,R5-3.6K-S2-15 (AS4777-2 2020),3.68,27/06/2022,23/06/2027
Guangzhou Sanjing Electric Co Ltd,R5,R5-3K-S1-15 (AS4777-2 2020),3,28/06/2022,24/06/2027
Guangzhou Sanjing Electric Co Ltd,R5,R5-3K-S2-15 (AS4777-2 2020),3,27/06/2022,23/06/2027
Guangzhou Sanjing Electric Co Ltd,R5,R5-4K-S2-15 (AS4777-2 2020),4,27/06/2022,23/06/2027
Guangzhou Sanjing Electric Co Ltd,R5,R5-4K-T2-15 (AS4777-2 2020),4,2/02/2022,2/05/2025
Guangzhou Sanjing Electric Co Ltd,R5,R5-5K-S2 (AS4777-2 2020),4.999,27/06/2022,9/07/2025
Guangzhou Sanjing Electric Co Ltd,R5,R5-5K-S2-15 (AS4777-2 2020),4.999,27/06/2022,23/06/2027
Guangzhou Sanjing Electric Co Ltd,R5,R5-5K-T2 (AS4777-2 2020),5,2/02/2022,2/05/2025
Guangzhou Sanjing Electric Co Ltd,R5,R5-5K-T2-15 (AS4777-2 2020),5,2/02/2022,2/05/2025
Guangzhou Sanjing Electric Co Ltd,R5,R5-6K-S2 (AS4777-2 2020),6,27/06/2022,9/07/2025
Guangzhou Sanjing Electric Co Ltd,R5,R5-6K-S2-15 (AS4777-2 2020),6,27/06/2022,23/06/2027
Guangzhou Sanjing Electric Co Ltd,R5,R5-6K-T2-15 (AS4777-2 2020),6,2/02/2022,2/05/2025
Guangzhou Sanjing Electric Co Ltd,R5,R5-7K-S2-15 (AS4777-2 2020),7,27/06/2022,23/06/2027
Guangzhou Sanjing Electric Co Ltd,R5,R5-8K-S2 (AS4777-2 2020),8,27/06/2022,9/07/2025
Guangzhou Sanjing Electric Co Ltd,R5,R5-8K-S2-15 (AS4777-2 2020),8,27/06/2022,23/06/2027
Guangzhou Sanjing Electric Co Ltd,R5,R5-8K-T2 (AS4777-2 2020),8,2/02/2022,2/05/2025
Guangzhou Sanjing Electric Co Ltd,R5,R5-8K-T2-15 (AS4777-2 2020),8,2/02/2022,2/05/2025
Guangzhou Sanjing Electric Co Ltd,R5,R6-4K-T2-AUS (AS4777-2 2020),4,6/11/2023,6/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-10K-S2-X (AS4777-2 2020),10,5/07/2023,5/07/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-10K-S3 (AS4777-2 2020),10,5/07/2023,5/07/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-10K-S3-A (AS4777-2 2020),9.999,1/11/2023,1/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-10K-T2-32-AUS (AS4777-2 2020),9.999,9/11/2023,9/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-10K-T2-AUS (AS4777-2 2020),9.999,6/11/2023,6/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-12K-T2-AUS (AS4777-2 2020),12,6/11/2023,6/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-15K-T2-32-AUS (AS4777-2 2020),15,9/11/2023,9/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-15K-T2-AUS (AS4777-2 2020),15,6/11/2023,6/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-20K-T2-32-AUS (AS4777-2 2020),20,9/11/2023,9/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-25K-T2-32-AUS (AS4777-2 2020),25,9/11/2023,9/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-25K-T4-32-AUS (AS4777-2 2020),25,9/11/2023,9/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-30K-T4-32-AUS (AS4777-2 2020),29.999,9/11/2023,9/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-33K-T4-32-AUS (AS4777-2 2020),33,9/11/2023,9/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-3K-T2-AUS (AS4777-2 2020),3,6/11/2023,6/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-40K-T4-32-AUS (AS4777-2 2020),40,2/09/2024,2/09/2027
Guangzhou Sanjing Electric Co Ltd,R6,R6-50K-T4-32-AUS (AS4777-2 2020),50,2/09/2024,2/09/2027
Guangzhou Sanjing Electric Co Ltd,R6,R6-5K-S2-X (AS4777-2 2020),4.999,5/07/2023,5/07/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-5K-S3 (AS4777-2 2020),4.999,5/07/2023,5/07/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-5K-T2-AUS (AS4777-2 2020),5,6/11/2023,6/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-6K-S2-X (AS4777-2 2020),6,5/07/2023,5/07/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-6K-S3 (AS4777-2 2020),6,5/07/2023,5/07/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-6K-T2-AUS (AS4777-2 2020),6,6/11/2023,6/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-7K-S2-X (AS4777-2 2020),7,1/11/2023,1/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-7K-S3 (AS4777-2 2020),7,1/11/2023,1/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-8K-S2-X (AS4777-2 2020),8,5/07/2023,5/07/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-8K-S3 (AS4777-2 2020),8,5/07/2023,5/07/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-8K-T2-32-AUS (AS4777-2 2020),8,9/11/2023,9/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-8K-T2-AUS (AS4777-2 2020),8,6/11/2023,6/11/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-9.9K-S3 (AS4777-2 2020),9.999,5/07/2023,5/07/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-9K-S2-X (AS4777-2 2020),9,5/07/2023,5/07/2026
Guangzhou Sanjing Electric Co Ltd,R6,R6-9K-S3 (AS4777-2 2020),9,1/11/2023,1/11/2026
Hanwha Solutions Corporation,Q.HOME CORE,Q.VOLT A5S (AS4777-2 2020),5,6/01/2022,2/06/2025
Hanwha Solutions Corporation,Q.HOME CORE,Q.VOLT H5S (AS4777-2 2020),5,22/12/2021,2/06/2025
Hanwha Solutions Corporation,Q.HOME+ ESS HYB G2,Q.VOLT G2 HYB-5kW.1.1 (AS4777-2 2020),5,1/07/2022,15/12/2024
Hiconics Eco-energy Drive Technology Co Ltd,HEC2,HEC2-S3.8Hr2 (AS4777-2 2020),3.8,7/06/2024,7/06/2027
Hiconics Eco-energy Drive Technology Co Ltd,HEC2,HEC2-S5.0Hr2 (AS4777-2 2020),5,7/06/2024,7/06/2027
Hiconics Eco-energy Drive Technology Co Ltd,HEC2,HEC2-S6.0Hr2 (AS4777-2 2020),6,7/06/2024,7/06/2027
Hiconics Eco-energy Drive Technology Co Ltd,HEC-S,HEC-S 3K (AS4777-2 2020),3.68,27/07/2023,27/07/2026
Hiconics Eco-energy Drive Technology Co Ltd,HEC-S,HEC-S 5K (AS4777-2 2020),4.999,27/07/2023,27/07/2026
Hitachi Energy Italy SpA,PS1000,MODEL PS1000/2L (AS4777-2 2020),1500,22/03/2024,22/03/2027
Hitachi Energy Italy SpA,PS1000,MODEL PS1000/3L.2 (AS4777-2 2020),1500,22/03/2024,22/03/2027
Hoymiles Power Electronics Inc,HM,HM-600 (AS4777-2 2020),0.6,18/01/2023,18/01/2026
Hoymiles Power Electronics Inc,HM,HM-600P (AS4777-2 2020),0.625,18/01/2023,18/01/2026
Hoymiles Power Electronics Inc,HM,HM-700 (AS4777-2 2020),0.7,18/01/2023,18/01/2026
Hoymiles Power Electronics Inc,HM,HM-700P (AS4777-2 2020),0.714,18/01/2023,18/01/2026
Hoymiles Power Electronics Inc,HM,HM-800 (AS4777-2 2020),0.8,18/01/2023,18/01/2026
Hoymiles Power Electronics Inc,HME,HME-1200-AU (AS4777-2 2020),1.2,7/06/2022,7/06/2025
Hoymiles Power Electronics Inc,HME,HME-1500-AU (AS4777-2 2020),1.5,7/06/2022,7/06/2025
Hoymiles Power Electronics Inc,HMS,HMS-1000-2T (AS4777-2 2020),1,13/02/2023,13/02/2026
Hoymiles Power Electronics Inc,HMS,HMS-1400C-4T (AS4777-2 2020),1.4,13/02/2023,13/02/2026
Hoymiles Power Electronics Inc,HMS,HMS-1600-4T (AS4777-2 2020),1.6,2/09/2024,2/09/2027
Hoymiles Power Electronics Inc,HMS,HMS-1600C-4T (AS4777-2 2020),1.6,13/02/2023,13/02/2026
Hoymiles Power Electronics Inc,HMS,HMS-1800-4T (AS4777-2 2020),1.8,2/09/2024,2/09/2027
Hoymiles Power Electronics Inc,HMS,HMS-1800C-4T (AS4777-2 2020),1.8,13/02/2023,13/02/2026
Hoymiles Power Electronics Inc,HMS,HMS-2000-4T (AS4777-2 2020),2,2/09/2024,2/09/2027
Hoymiles Power Electronics Inc,HMS,HMS-2000C-4T (AS4777-2 2020),2,13/02/2023,13/02/2026
Hoymiles Power Electronics Inc,HMS,HMS-300-1T (AS4777-2 2020),0.3,13/02/2023,13/02/2026
Hoymiles Power Electronics Inc,HMS,HMS-350-1T (AS4777-2 2020),0.35,13/02/2023,13/02/2026
Hoymiles Power Electronics Inc,HMS,HMS-400-1T (AS4777-2 2020),0.4,13/02/2023,13/02/2026
Hoymiles Power Electronics Inc,HMS,HMS-450-1T (AS4777-2 2020),0.45,13/02/2023,13/02/2026
Hoymiles Power Electronics Inc,HMS,HMS-500-1T (AS4777-2 2020),0.5,13/02/2023,13/02/2026
Hoymiles Power Electronics Inc,HMS,HMS-600-2T (AS4777-2 2020),0.6,13/02/2023,13/02/2026
Hoymiles Power Electronics Inc,HMS,HMS-700-2T (AS4777-2 2020),0.7,13/02/2023,13/02/2026
Hoymiles Power Electronics Inc,HMS,HMS-800-2T (AS4777-2 2020),0.8,13/02/2023,13/02/2026
Hoymiles Power Electronics Inc,HMS,HMS-900-2T (AS4777-2 2020),0.9,13/02/2023,13/02/2026
Hoymiles Power Electronics Inc,HYS-LV,HYS-3.0LV-AUG1 (AS4777-2 2020),3,27/09/2023,27/09/2026
Hoymiles Power Electronics Inc,HYS-LV,HYS-3.6LV-AUG1 (AS4777-2 2020),3.68,27/09/2023,27/09/2026
Hoymiles Power Electronics Inc,HYS-LV,HYS-4.6LV-AUG1 (AS4777-2 2020),4.6,27/09/2023,27/09/2026
Hoymiles Power Electronics Inc,HYS-LV,HYS-5.0LV-AUG1 (AS4777-2 2020),4.999,27/09/2023,27/09/2026
Hoymiles Power Electronics Inc,HYS-LV,HYS-6.0LV-AUG1 (AS4777-2 2020),6,27/09/2023,27/09/2026
Hoymiles Power Electronics Inc,HYT-HV,HYT-10.0HV-AUG1 (AS4777-2 2020),10,27/09/2023,27/09/2026
Hoymiles Power Electronics Inc,HYT-HV,HYT-12.0HV-AUG1 (AS4777-2 2020),12,27/09/2023,27/09/2026
Hoymiles Power Electronics Inc,HYT-HV,HYT-5.0HV-AUG1 (AS4777-2 2020),5,27/09/2023,27/09/2026
Hoymiles Power Electronics Inc,HYT-HV,HYT-6.0HV-AUG1 (AS4777-2 2020),6,27/09/2023,27/09/2026
Hoymiles Power Electronics Inc,HYT-HV,HYT-8.0HV-AUG1 (AS4777-2 2020),8,27/09/2023,27/09/2026
Huawei Technologies Co Ltd,SUN2000-100KTL-M1,SUN2000-100KTL-M1 (AS4777-2 2020),100,21/06/2022,15/12/2024
Huawei Technologies Co Ltd,SUN2000-2/3/4/4.6/5/6KTL-L1,SUN2000-2KTL-L1 (AS4777-2 2020),2,16/05/2022,31/12/2025
Huawei Technologies Co Ltd,SUN2000-2/3/4/4.6/5/6KTL-L1,SUN2000-3KTL-L1 (AS4777-2 2020),3,16/05/2022,31/12/2025
Huawei Technologies Co Ltd,SUN2000-2/3/4/4.6/5/6KTL-L1,SUN2000-4.6KTL-L1 (AS4777-2 2020),4.6,16/05/2022,31/12/2025
Huawei Technologies Co Ltd,SUN2000-2/3/4/4.6/5/6KTL-L1,SUN2000-4KTL-L1 (AS4777-2 2020),4,16/05/2022,31/12/2025
Huawei Technologies Co Ltd,SUN2000-2/3/4/4.6/5/6KTL-L1,SUN2000-5KTL-L1 (AS4777-2 2020),5,16/05/2022,31/12/2025
Huawei Technologies Co Ltd,SUN2000-2/3/4/4.6/5/6KTL-L1,SUN2000-6KTL-L1 (AS4777-2 2020),6,16/05/2022,31/12/2025
Huawei Technologies Co Ltd,SUN2000-29.9/36/40KTL-M3,SUN2000-29.9KTL-M3 (AS4777-2 2020),29.9,16/02/2022,31/12/2025
Huawei Technologies Co Ltd,SUN2000-29.9/36/40KTL-M3,SUN2000-36KTL-M3 (AS4777-2 2020),36,16/02/2022,31/12/2025
Huawei Technologies Co Ltd,SUN2000-29.9/36/40KTL-M3,SUN2000-40KTL-M3 (AS4777-2 2020),40,16/02/2022,31/12/2025
Huawei Technologies Co Ltd,SUN2000-5/6/8/10KTL-M1,SUN2000-10KTL-M1 (AS4777-2 2020),10,18/05/2022,31/12/2025
Huawei Technologies Co Ltd,SUN2000-5/6/8/10KTL-M1,SUN2000-5KTL-M1 (AS4777-2 2020),5,18/05/2022,31/12/2025
Huawei Technologies Co Ltd,SUN2000-5/6/8/10KTL-M1,SUN2000-6KTL-M1 (AS4777-2 2020),6,18/05/2022,31/12/2025
Huawei Technologies Co Ltd,SUN2000-5/6/8/10KTL-M1,SUN2000-8KTL-M1 (AS4777-2 2020),8,18/05/2022,31/12/2025
Huawei Technologies Co Ltd,SUN2000-50KTL-M0,SUN2000-50KTL-M0 (AS4777-2 2020),50,24/03/2022,15/12/2024
Huawei Technologies Co Ltd,SUN2000-8/10/12/15/17/20KTL-M2,SUN2000-10KTL-M2 (AS4777-2 2020),10,16/05/2022,15/12/2024
Huawei Technologies Co Ltd,SUN2000-8/10/12/15/17/20KTL-M2,SUN2000-12KTL-M2 (AS4777-2 2020),12,16/05/2022,15/12/2024
Huawei Technologies Co Ltd,SUN2000-8/10/12/15/17/20KTL-M2,SUN2000-15KTL-M2 (AS4777-2 2020),15,16/05/2022,15/12/2024
Huawei Technologies Co Ltd,SUN2000-8/10/12/15/17/20KTL-M2,SUN2000-17KTL-M2 (AS4777-2 2020),17,16/05/2022,15/12/2024
Huawei Technologies Co Ltd,SUN2000-8/10/12/15/17/20KTL-M2,SUN2000-20KTL-M2 (AS4777-2 2020),20,16/05/2022,15/12/2024
Huawei Technologies Co Ltd,SUN2000-8/10/12/15/17/20KTL-M2,SUN2000-8KTL-M2 (AS4777-2 2020),8,16/05/2022,15/12/2024
Huawei Technologies Co Ltd,SUN600-5/6KTL-L0,SUN600-5KTL-L0 (AS4777-2 2020),5,16/05/2022,15/12/2024
Huawei Technologies Co Ltd,SUN600-5/6KTL-L0,SUN600-6KTL-L0 (AS4777-2 2020),6,16/05/2022,15/12/2024
iPotisEdge Co Ltd,IPS Series,IPS-4.6K-L120-S (AS4777-2 2020),4.6,16/12/2024,16/12/2027
iPotisEdge Co Ltd,IPS Series,IPS-4.6K-L60-S (AS4777-2 2020),4.6,16/12/2024,16/12/2027
iPotisEdge Co Ltd,IPS Series,IPS-5K-L120-S (AS4777-2 2020),5,16/12/2024,16/12/2027
